     ,T0001,T0002,T0003,T0004,T0005,T0006,T0007,T0008,T0009,T0010,T0011,T0012,T0013,T0014,T0015,T0016,T0017,T0018,T0019,T0020,T0021,T0022,T0023,T0024,T0025,T0026,T0027,T0028,T0029,T0030,T0031,T0032,T0033,T0034,T0035,T0036,T0037,T0038,T0039,T0040,T0041,T0042,T0043,T0044,T0045,T0046,T0047,T0048,T0049,T0050,T0051,T0052,T0053,T0054,T0055,T0056,T0057,T0058,T0059,T0060,T0061,T0062,T0063,T0064,T0065,T0066,T0067,T0068,T0069,T0070,T0071,T0072,T0073,T0074,T0075,T0076,T0077,T0078,T0079,T0080,T0081,T0082,T0083,T0084,T0085,T0086,T0087,T0088,T0089,T0090,T0091,T0092,T0093,T0094,T0095,T0096,T0097,T0098,T0099,T0100,T0101,T0102,T0103,T0104,T0105,T0106,T0107,T0108,T0109,T0110,T0111,T0112,T0113,T0114,T0115,T0116,T0117,T0118,T0119,T0120,T0121,T0122,T0123,T0124,T0125,T0126,T0127,T0128,T0129,T0130,T0131,T0132,T0133,T0134,T0135,T0136,T0137,T0138,T0139,T0140,T0141,T0142,T0143,T0144,T0145,T0146,T0147,T0148,T0149
S0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.25806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.718894009216584,33.17972350230415,33.17972350230415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.17972350230415,33.17972350230415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.718894009216584,0.0,0.0,0.0,0.0,0.0,32.718894009216584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.25806451612903,0.0,33.17972350230415,33.17972350230415,0.0,0.0,0.0,0.0,0.0,32.718894009216584,64.97695852534561,0.0,0.0,0.0,32.718894009216584,0.0,0.0,100.0,33.17972350230415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.25806451612903,32.718894009216584,0.0,0.0,0.0,0.0,32.25806451612903,32.25806451612903,32.718894009216584,0.0,0.0,65.43778801843317,65.43778801843317,0.0,0.0,0.0,0.0,32.718894009216584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.25806451612903,0.0,33.17972350230415,33.17972350230415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0017,0.0,0.0,0.0,0.0,44.54148471615721,44.54148471615721,0.0,0.0,0.0,0.0,61.57205240174672,61.57205240174672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.57205240174672,55.45851528384279,61.57205240174672,0.0,0.0,0.0,0.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,0.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,0.0,0.0,64.62882096069869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,0.0,63.31877729257642,0.0,0.0,61.57205240174672,61.57205240174672,55.45851528384279,61.57205240174672,0.0,0.0,0.0,63.31877729257642,63.31877729257642,0.0,0.0,0.0,0.0,63.31877729257642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.57205240174672
S0018,0.0,0.0,0.0,0.0,41.63265306122449,41.63265306122449,0.0,0.0,0.0,0.0,57.55102040816326,57.55102040816326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.55102040816326,42.44897959183673,100.0,0.0,0.0,0.0,0.0,41.63265306122449,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,98.36734693877551,98.36734693877551,0.0,41.63265306122449,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,98.36734693877551,98.36734693877551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.40816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.63265306122449,84.08163265306122,84.08163265306122,98.36734693877551,98.36734693877551,0.0,0.0,42.44897959183673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.63265306122449,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,98.36734693877551,98.36734693877551,0.0,0.0,0.0,0.0,57.55102040816326,57.55102040816326,42.44897959183673,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.63265306122449,84.08163265306122,84.08163265306122,98.36734693877551,98.36734693877551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.55102040816326
S0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.174216027874564,50.174216027874564,0.0,0.0,0.0,0.0,0.0,49.4773519163763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.4773519163763,0.0,0.0,0.0,0.0,0.0,49.4773519163763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.4773519163763,49.4773519163763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.174216027874564,50.52264808362369,0.0,50.174216027874564,50.174216027874564,50.174216027874564,0.0,0.0,50.174216027874564,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,50.52264808362369,0.0,0.0,0.0,0.0,0.0,50.174216027874564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.174216027874564,50.174216027874564,0.0
S0020,0.0,0.0,0.0,0.0,35.41666666666667,35.41666666666667,0.0,0.0,0.0,0.0,48.958333333333336,48.958333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.958333333333336,36.111111111111114,85.06944444444444,0.0,0.0,0.0,0.0,35.41666666666667,71.52777777777779,71.52777777777779,71.52777777777779,71.52777777777779,71.52777777777779,71.52777777777779,71.52777777777779,71.52777777777779,71.52777777777779,71.52777777777779,0.0,35.41666666666667,71.52777777777779,71.52777777777779,71.52777777777779,71.52777777777779,71.52777777777779,71.52777777777779,71.52777777777779,71.52777777777779,71.52777777777779,71.52777777777779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.38888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.41666666666667,71.52777777777779,71.52777777777779,71.52777777777779,71.52777777777779,0.0,0.0,50.34722222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.41666666666667,71.52777777777779,71.52777777777779,71.52777777777779,71.52777777777779,71.52777777777779,71.52777777777779,71.52777777777779,71.52777777777779,71.52777777777779,71.52777777777779,71.52777777777779,71.52777777777779,0.0,0.0,0.0,0.0,48.958333333333336,48.958333333333336,51.04166666666667,100.0,50.34722222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.41666666666667,71.52777777777779,71.52777777777779,71.52777777777779,71.52777777777779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.958333333333336
S0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.272727272727266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.272727272727266,0.0,0.0,0.0,0.0,0.0,32.272727272727266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.272727272727266,32.272727272727266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.72727272727273,99.77272727272727,32.72727272727273,0.0,0.0,100.0,0.0,0.0,32.272727272727266,32.272727272727266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.72727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.140893470790374,0.0,0.0,0.0,49.140893470790374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.140893470790374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.140893470790374,0.0,0.0,0.0,49.140893470790374,0.0,0.0,0.0,0.0,0.0
S0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.02325581395349,31.62790697674419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.02325581395349,31.62790697674419,31.62790697674419,0.0,31.62790697674419,0.0,33.02325581395349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.02325581395349,33.02325581395349,0.0,0.0,0.0,33.02325581395349,0.0,0.0,33.02325581395349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.02325581395349,0.0,0.0,0.0,0.0,0.0,0.0,33.02325581395349,0.0,31.62790697674419,100.0,100.0,31.62790697674419,0.0,31.62790697674419,0.0,66.9767441860465,0.0,0.0,31.62790697674419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.91836734693878,0.0,100.0,95.91836734693878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.91836734693878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.91836734693878,95.91836734693878,0.0,95.91836734693878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.91836734693878,0.0,0.0,0.0,0.0,0.0,100.0,95.91836734693878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.866920152091254,44.866920152091254,0.0,0.0,0.0,0.0,44.866920152091254,0.0,44.866920152091254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.866920152091254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,44.866920152091254,44.866920152091254,44.866920152091254,44.866920152091254,44.866920152091254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.866920152091254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.866920152091254,44.866920152091254,44.866920152091254,44.866920152091254,0.0,0.0,0.0,0.0,44.866920152091254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,44.866920152091254,44.866920152091254,44.866920152091254,44.866920152091254,44.866920152091254,0.0,0.0,0.0,0.0,0.0,0.0,44.866920152091254,0.0,44.866920152091254,44.866920152091254,44.866920152091254,0.0,0.0,0.0,44.866920152091254,44.866920152091254,0.0
S0026,0.0,0.0,0.0,0.0,44.54148471615721,44.54148471615721,0.0,0.0,0.0,0.0,61.57205240174672,61.57205240174672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.57205240174672,55.45851528384279,61.57205240174672,0.0,0.0,0.0,0.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,0.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.19213973799127,0.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,0.0,0.0,0.0,0.0,61.57205240174672,61.57205240174672,55.45851528384279,61.57205240174672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.19213973799127,0.0,44.54148471615721,100.0,44.54148471615721,100.0,44.54148471615721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.57205240174672
S0027,0.0,0.0,0.0,0.0,41.63265306122449,41.63265306122449,0.0,0.0,0.0,0.0,57.55102040816326,57.55102040816326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.55102040816326,42.44897959183673,100.0,0.0,0.0,0.0,0.0,41.63265306122449,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,98.36734693877551,98.36734693877551,0.0,41.63265306122449,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,98.36734693877551,98.36734693877551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.40816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.63265306122449,84.08163265306122,84.08163265306122,98.36734693877551,98.36734693877551,0.0,0.0,42.44897959183673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.63265306122449,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,84.08163265306122,98.36734693877551,98.36734693877551,0.0,0.0,0.0,0.0,57.55102040816326,57.55102040816326,42.44897959183673,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.63265306122449,84.08163265306122,84.08163265306122,98.36734693877551,98.36734693877551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.55102040816326
S0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5024154589372,28.5024154589372,0.0,0.0,0.0,0.0,28.5024154589372,0.0,28.5024154589372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5024154589372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5024154589372,0.0,0.0,28.5024154589372,28.5024154589372,28.5024154589372,28.5024154589372,28.5024154589372,28.5024154589372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5024154589372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5024154589372,28.5024154589372,28.5024154589372,28.5024154589372,35.7487922705314,0.0,0.0,0.0,64.0096618357488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5024154589372,0.0,0.0,28.5024154589372,28.5024154589372,28.5024154589372,28.5024154589372,28.5024154589372,28.5024154589372,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,28.5024154589372,28.5024154589372,28.5024154589372,0.0,0.0,0.0,28.5024154589372,28.5024154589372,0.0
S0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.48096885813149,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.48096885813149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,49.48096885813149,0.0,0.0,0.0,0.0,0.0
S0030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.97536945812807,0.0,32.75862068965517,0.0,64.03940886699506,61.822660098522164,32.75862068965517,32.75862068965517,32.75862068965517,0.0,29.06403940886699,0.0,29.06403940886699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.06403940886699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.97536945812807,0.0,0.0,0.0,0.0,0.0,0.0,29.06403940886699,0.0,0.0,29.06403940886699,29.06403940886699,29.06403940886699,29.06403940886699,29.06403940886699,29.06403940886699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.06403940886699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.06403940886699,29.06403940886699,29.06403940886699,29.06403940886699,36.206896551724135,0.0,0.0,0.0,65.27093596059112,0.0,0.0,0.0,0.0,0.0,34.97536945812807,0.0,0.0,0.0,0.0,0.0,0.0,34.97536945812807,0.0,0.0,29.06403940886699,0.0,0.0,29.06403940886699,29.06403940886699,29.06403940886699,29.06403940886699,29.06403940886699,29.06403940886699,0.0,0.0,0.0,0.0,0.0,0.0,29.06403940886699,0.0,100.0,97.78325123152709,29.06403940886699,0.0,0.0,68.71921182266009,64.03940886699506,61.822660098522164,32.75862068965517
S0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
S0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.140893470790374,0.0,0.0,0.0,49.140893470790374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.140893470790374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.140893470790374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.140893470790374,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
S0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.650349650349646,0.0,46.5034965034965,0.0,100.0,96.85314685314685,46.5034965034965,46.5034965034965,46.5034965034965,0.0,0.0,49.650349650349646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.650349650349646,0.0,0.0,49.650349650349646,0.0,0.0,49.650349650349646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.650349650349646,49.650349650349646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.34965034965035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.650349650349646,49.650349650349646,0.0,49.650349650349646,0.0,0.0,0.0,0.0,0.0,0.0,49.650349650349646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.650349650349646,46.5034965034965,0.0,0.0,0.0,46.5034965034965,100.0,96.85314685314685,46.5034965034965
